exon_id	exon_seq_start	exon_seq_end
ENSE00001620779	26930284	26930355
ENSE00001604640	26920497	26920568
ENSE00001799005	26919717	26919751
ENSE00001715045	26915046	26915144
ENSE00001879735	26909216	26911072
ENSE00001759696	26959330	26959542
ENSE00001670353	26909220	26911072
ENSE00001638508	26959330	26959540
ENSE00001596582	26909222	26911072
ENSE00001710130	26959330	26959519
ENSE00001761121	26929528	26929539
ENSE00002297176	26934285	26934296
ENSE00001761952	9745272	9745748
ENSE00001787222	9744588	9744665
ENSE00001756785	9744349	9744459
ENSE00001659741	9744107	9744249
ENSE00001614961	9743913	9743997
ENSE00001783992	9743204	9743223
ENSE00001790708	25344945	25345241
ENSE00001612801	25338199	25338345
ENSE00001805705	25337833	25337924
ENSE00001701677	25337221	25337272
ENSE00001677573	25336721	25336784
ENSE00001692245	25336492	25336631
ENSE00001655036	25327351	25327497
ENSE00001644179	25326985	25327076
ENSE00001646813	25326373	25326424
ENSE00001693241	25325873	25325936
ENSE00001620467	25325644	25325783
ENSE00001793499	25316511	25316657
ENSE00001598075	25316145	25316236
ENSE00001622354	25315533	25315584
ENSE00001695781	25315033	25315096
ENSE00001646624	25314804	25314943
ENSE00001597343	25313332	25313403
ENSE00001707161	25310887	25310958
ENSE00001696683	25308496	25308567
ENSE00001742324	25306100	25306171
ENSE00001758855	25303717	25303788
ENSE00001633941	25301321	25301392
ENSE00001675126	25298944	25299015
ENSE00001697295	25289158	25289229
ENSE00001614454	25286773	25286844
ENSE00003674346	25285994	25286028
ENSE00003567366	25281322	25281420
ENSE00001730215	25275502	25277358
ENSE00001907756	25286773	25286959
ENSE00003593491	25285994	25286028
ENSE00001924070	25284357	25284428
ENSE00003490554	25281322	25281420
ENSE00001941183	25275510	25277358
ENSE00002223761	25344945	25345070
ENSE00002211619	25306111	25306171
ENSE00002216645	25276010	25276503
ENSE00002288175	25344945	25345140
ENSE00002302795	25275506	25277358
ENSE00002244340	25344945	25345157
ENSE00002220199	25275509	25277358
ENSE00001364289	28555962	28556092
ENSE00001703024	28560195	28560309
ENSE00001598245	28560476	28560649
ENSE00001623069	28564991	28565087
ENSE00001638930	28566541	28566682
ENSE00001793914	9215731	9216215
ENSE00003611070	9216823	9216900
ENSE00003508777	9217029	9217140
ENSE00003486078	9217242	9217387
ENSE00003501886	9217494	9217575
ENSE00002025193	9218270	9218480
ENSE00001605630	9160370	9160478
ENSE00002029402	9159794	9159897
ENSE00002071256	9156601	9156778
ENSE00001752142	9154548	9154700
ENSE00001625315	9152385	9152499
ENSE00001784994	9151319	9151429
ENSE00001627758	9150782	9150891
ENSE00001785135	9150234	9150344
ENSE00001784976	9149625	9149735
ENSE00001614661	9148739	9149040
ENSE00002247829	9160370	9160483
ENSE00002322909	9154670	9154700
ENSE00001696638	27648022	27648105
ENSE00001710713	27646259	27646378
ENSE00001621856	27645577	27645636
ENSE00001665831	27645311	27645391
ENSE00001614475	27644598	27644654
ENSE00001747959	27643623	27644192
ENSE00001629056	27643285	27643355
ENSE00001738683	27642139	27642262
ENSE00001745419	27641798	27641929
ENSE00001435537	22737611	22737773
ENSE00003613684	22741494	22741577
ENSE00003657245	22744476	22744579
ENSE00003465639	22746360	22746410
ENSE00001635972	22749910	22749991
ENSE00003488477	22751370	22751461
ENSE00001436409	22754227	22755040
ENSE00001900287	22737664	22737773
ENSE00003550832	22741494	22741577
ENSE00003637584	22744476	22744579
ENSE00003458723	22746360	22746410
ENSE00001848909	22749910	22750415
ENSE00001848730	22737680	22737773
ENSE00003530204	22754227	22754516
ENSE00001918431	22748604	22751461
ENSE00003571869	22754227	22754516
ENSE00001943944	22749733	22749991
ENSE00003530759	22751370	22751461
ENSE00001608723	26980064	26980276
ENSE00001761380	26997726	26997872
ENSE00001671603	26998147	26998238
ENSE00001610089	26998799	26998850
ENSE00001639000	26999287	26999350
ENSE00001609022	26999440	26999579
ENSE00001796227	27000980	27001051
ENSE00001643133	27003423	27003494
ENSE00001610738	27005813	27005884
ENSE00001694635	27008209	27008280
ENSE00001628323	27010593	27010664
ENSE00001759079	27017746	27017817
ENSE00003621500	27020123	27020194
ENSE00003476346	27041835	27041906
ENSE00003593830	27042652	27042686
ENSE00003673436	27047259	27047357
ENSE00002286159	27051331	27053183
ENSE00003521530	27039450	27039521
ENSE00001409187	27047259	27047331
ENSE00001784722	26986878	26987024
ENSE00001612288	26987299	26987390
ENSE00001607094	26987951	26988002
ENSE00001741374	26988439	26988502
ENSE00001709278	26988592	26988731
ENSE00001632077	27012989	27013060
ENSE00003646399	27015366	27015437
ENSE00002226159	26980066	26980276
ENSE00003609241	27029911	27029982
ENSE00003641574	27032296	27032367
ENSE00003582499	27034681	27034752
ENSE00002310973	27051331	27053181
ENSE00001804650	26980081	26980276
ENSE00002247728	26980008	26980276
ENSE00003688590	27020123	27020194
ENSE00003491822	27029911	27029982
ENSE00003627572	27032296	27032367
ENSE00003463917	27034681	27034752
ENSE00002242041	27037065	27037136
ENSE00003542339	27039450	27039521
ENSE00003675468	27041835	27041906
ENSE00003605405	27042652	27042686
ENSE00003571325	27047259	27047357
ENSE00002324480	26980087	26980276
ENSE00003528908	27015366	27015437
ENSE00003669768	27020123	27020194
ENSE00001693578	25525631	25525720
ENSE00001701535	25535138	25535341
ENSE00001742121	25537312	25537501
ENSE00001646556	25537590	25537702
ENSE00001671473	25538803	25538844
ENSE00001639518	25365594	25365890
ENSE00001640624	25372491	25372637
ENSE00001689126	25372912	25373003
ENSE00001736653	25373564	25373615
ENSE00001659494	25374052	25374115
ENSE00001723992	25374205	25374344
ENSE00001592425	25375745	25375816
ENSE00001676137	25378188	25378259
ENSE00001748863	25380579	25380650
ENSE00001787726	25387753	25387824
ENSE00001605577	25390137	25390208
ENSE00001607297	25399688	25399759
ENSE00001771158	25402065	25402136
ENSE00001743603	25411854	25411925
ENSE00001706458	25414238	25414309
ENSE00001690453	25416623	25416694
ENSE00001659100	25419007	25419078
ENSE00001717191	25421391	25421462
ENSE00001705999	25423775	25423846
ENSE00001622502	25426160	25426231
ENSE00001695324	25426976	25427010
ENSE00001659634	25431585	25431683
ENSE00001668820	25435647	25437503
ENSE00001603036	25365622	25365890
ENSE00001780208	25382975	25383046
ENSE00001682794	25385357	25385428
ENSE00001736828	25392533	25392604
ENSE00001674452	25394910	25394981
ENSE00001686143	25397292	25397363
ENSE00001687149	25435647	25437499
ENSE00001943922	25365695	25365890
ENSE00001865723	25435647	25436146
ENSE00001542120	25435647	25437496
ENSE00001685890	25365678	25365890
ENSE00001795799	25365680	25365890
ENSE00001656459	25435647	25437497
ENSE00001612046	25365701	25365890
ENSE00002307170	25435647	25435854
ENSE00002288552	25395727	25395738
ENSE00001494103	14532115	14532255
ENSE00003566412	14518595	14518736
ENSE00001494100	14475147	14475502
ENSE00001936584	14529689	14530093
ENSE00003683672	14518992	14519108
ENSE00001833093	14510475	14510612
ENSE00001864445	14494992	14495133
ENSE00001431292	14514046	14514385
ENSE00001494096	14532115	14532171
ENSE00001494094	14517922	14518299
ENSE00001494099	14532115	14532121
ENSE00001626669	9578193	9580010
ENSE00001628061	9582487	9582573
ENSE00001654045	9589958	9590106
ENSE00001742514	9590799	9590955
ENSE00001625965	9593786	9593864
ENSE00001637388	9593985	9594182
ENSE00001647627	9595406	9596085
ENSE00001713628	6290369	6292186
ENSE00001608925	6287806	6287892
ENSE00001661659	6280264	6280412
ENSE00001718232	6279415	6279571
ENSE00001712140	6276506	6276584
ENSE00001710562	6276188	6276385
ENSE00001697617	6274285	6274964
ENSE00001796890	5441186	5442472
ENSE00001542224	15398518	15399258
ENSE00002304178	15398518	15398647
ENSE00002218148	15398663	15399258
ENSE00002225900	28654360	28654413
ENSE00002060648	28661203	28661256
ENSE00002054613	28661802	28661855
ENSE00002062274	28671998	28672057
ENSE00001794058	28678931	28678981
ENSE00002063262	28680470	28680631
ENSE00002075791	28687117	28687236
ENSE00002083827	28688890	28688989
ENSE00001329242	28689136	28689198
ENSE00001755500	28689931	28689995
ENSE00001609863	28703135	28703199
ENSE00002050610	28704021	28704095
ENSE00001759871	28704194	28704282
ENSE00001803087	28710465	28710525
ENSE00001650788	28712325	28712406
ENSE00001785401	28716007	28716112
ENSE00001711963	28718030	28718109
ENSE00001803764	28722071	28722161
ENSE00001634122	28723571	28723641
ENSE00002035744	28725736	28725837
ENSE00001633881	28269821	28269929
ENSE00003705348	28270383	28270486
ENSE00003708504	28273195	28273372
ENSE00001648607	28275308	28275460
ENSE00001624353	28277468	28277582
ENSE00001654144	28278452	28278562
ENSE00001742721	28278645	28278732
ENSE00001733694	28279157	28279455
ENSE00002063794	28269867	28269929
ENSE00002073782	28275308	28275354
ENSE00001798056	25012691	25013903
ENSE00001786804	25692981	25693089
ENSE00003707528	25692424	25692527
ENSE00003707660	25689538	25689715
ENSE00001646086	25687450	25687602
ENSE00001635863	25685328	25685442
ENSE00001692837	25684348	25684458
ENSE00001650343	25684178	25684265
ENSE00001693911	25683455	25683753
ENSE00001782800	25692981	25693043
ENSE00001601487	25687556	25687602
ENSE00001543607	24444453	24445023
ENSE00001543606	24442945	24443935
ENSE00001610376	21664918	21665039
ENSE00002093140	21642055	21642180
ENSE00003244086	21636526	21636789
ENSE00002127178	21635791	21636030
ENSE00002119618	21628342	21629260
ENSE00002135990	21626992	21627113
ENSE00002871965	21621175	21621252
ENSE00002832419	21620810	21620965
ENSE00001709914	21617317	21618750
ENSE00002099269	21664918	21665022
ENSE00002135691	21621845	21621990
ENSE00002116806	21618943	21619003
ENSE00002114284	21618198	21618750
ENSE00002035739	21643553	21646770
ENSE00002065873	21642577	21642624
ENSE00002052301	21642051	21642180
ENSE00002063105	21636536	21636784
ENSE00002068678	21635791	21636136
ENSE00002035720	21628950	21629273
ENSE00002040446	21628330	21628593
ENSE00002087154	21618471	21618750
ENSE00001641174	14043242	14044475
ENSE00001735477	8148239	8148376
ENSE00001670231	8149742	8149851
ENSE00001794413	8149938	8150083
ENSE00001687318	8150202	8150250
ENSE00001616737	7721727	7722917
ENSE00001561333	3417693	3417851
ENSE00001755093	8286832	8287941
ENSE00001564286	23005142	23005596
ENSE00001563558	21033988	21034158
ENSE00001556375	21147061	21147740
ENSE00001551524	21148104	21148284
ENSE00001551713	3719265	3720910
ENSE00001664386	26001669	26003238
ENSE00001757650	27898535	27899017
ENSE00001733565	25813749	25813969
ENSE00001699806	25811830	25811945
ENSE00001780177	25809855	25810043
ENSE00001657364	25807367	25807496
ENSE00001601089	25805613	25805651
ENSE00001753322	7546940	7547251
ENSE00001706758	7548308	7548373
ENSE00001651867	7548569	7548661
ENSE00001608049	7548761	7548905
ENSE00001662653	7549024	7549069
ENSE00001705807	16389230	16389369
ENSE00001746889	16388092	16388491
ENSE00001722988	19894090	19894215
ENSE00001776348	19894790	19894881
ENSE00001631973	19896507	19896695
ENSE00001733982	2863108	2863314
ENSE00001607377	27577303	27577404
ENSE00001744544	27583358	27583462
ENSE00001706460	23563363	23563471
ENSE00003704369	23562809	23562912
ENSE00001600307	23559224	23559338
ENSE00001699202	23558232	23558342
ENSE00003708495	23557757	23557867
ENSE00003704715	23557586	23557674
ENSE00001654717	23556877	23557177
ENSE00001801361	23563363	23563448
ENSE00001684171	23557034	23557177
ENSE00001787469	27330861	27330920
ENSE00001786906	27329790	27329895
ENSE00001624987	28064470	28065042
ENSE00001742768	26314334	26314417
ENSE00001741857	26316061	26316180
ENSE00001756336	26316803	26316862
ENSE00001733532	26317048	26317128
ENSE00001765193	26317785	26317859
ENSE00001788990	26318248	26318816
ENSE00003551602	26319084	26319144
ENSE00003674280	26320185	26320299
ENSE00002050900	26320509	26320641
ENSE00001632235	6196093	6196270
ENSE00001760970	6206786	6206935
ENSE00001709237	6208936	6209035
ENSE00001738839	6209843	6209953
ENSE00001657532	6210351	6210461
ENSE00001682229	6210572	6210653
ENSE00001638892	6211063	6211364
ENSE00001720793	27859471	27859704
ENSE00001745042	27856055	27856417
ENSE00001645847	15342765	15343320
ENSE00001733686	8231577	8232000
ENSE00001640125	27131348	27132623
ENSE00001673618	20134179	20134244
ENSE00001701558	20134576	20135788
ENSE00001666463	15195704	15196258
ENSE00001732944	15206489	15207719
ENSE00001779327	14460540	14460702
ENSE00001715744	14461903	14462022
ENSE00001713276	14467867	14468218
ENSE00001682376	14465804	14465942
ENSE00001714515	14467867	14468226
ENSE00001803533	9638762	9638916
ENSE00001742365	9642383	9642494
ENSE00001763553	9646920	9646994
ENSE00001699801	9647680	9647718
ENSE00001593910	9650809	9650854
ENSE00001609393	21001068	21001199
ENSE00001645218	20995937	20996093
ENSE00001669340	20995776	20995804
ENSE00001648145	20995360	20995534
ENSE00001618505	20994888	20994983
ENSE00001722426	19856420	19856476
ENSE00001774330	19853796	19853911
ENSE00001697230	19841408	19841679
ENSE00001667957	25805122	25805205
ENSE00001741624	25804630	25804789
ENSE00001617890	25803986	25804144
ENSE00001732131	26641455	26641730
ENSE00001695041	26640856	26641153
ENSE00001705100	28695572	28695890
ENSE00001731067	9384401	9384693
ENSE00001688408	9384257	9384264
ENSE00001799980	9384120	9384149
ENSE00001667811	9384061	9384106
ENSE00001697848	9383769	9383780
ENSE00001645782	9383598	9383608
ENSE00001597947	9383272	9383336
ENSE00001783028	9383040	9383075
ENSE00001724466	9382966	9383038
ENSE00001668444	9382734	9382879
ENSE00001787097	9374241	9374297
ENSE00001602981	9021303	9021394
ENSE00001645114	9023211	9023412
ENSE00001632052	22973205	22973695
ENSE00001746774	22970662	22971351
ENSE00001759712	20020635	20020855
ENSE00001655699	20022478	20022686
ENSE00001640260	17053626	17053701
ENSE00003294704	17054541	17054595
ENSE00001787918	26066052	26066271
ENSE00001790627	26067398	26067657
ENSE00001775532	8218972	8220184
ENSE00003556843	24795392	24795500
ENSE00003707698	24795954	24796057
ENSE00003705095	24798766	24798943
ENSE00001787776	24800879	24801031
ENSE00001628066	24803039	24803153
ENSE00001708635	24804023	24804133
ENSE00001792249	24804216	24804303
ENSE00001783563	24804728	24805025
ENSE00002058038	24795438	24795500
ENSE00003582078	24800879	24800925
ENSE00001730385	26422392	26423173
ENSE00001660101	25880340	25880590
ENSE00001706320	25882205	25882396
ENSE00001793186	24666828	24667842
ENSE00001664773	24818605	24819006
ENSE00001659765	24817518	24817572
ENSE00001628115	24817194	24817302
ENSE00001615798	24816958	24817017
ENSE00001787460	24816763	24816836
ENSE00001747464	6587003	6587221
ENSE00001728661	19912484	19912576
ENSE00001689812	19910390	19910531
ENSE00001613966	19909863	19909948
ENSE00001614250	19612838	19612995
ENSE00001615218	19613591	19613640
ENSE00001658609	19624978	19625106
ENSE00001802978	19625354	19625447
ENSE00001752917	19626041	19626211
ENSE00001742406	19626321	19626414
ENSE00001606348	19626689	19626898
ENSE00001646418	14474827	14474869
ENSE00001596298	14482956	14483105
ENSE00001692812	14486671	14486792
ENSE00001685756	14487928	14488049
ENSE00001804752	14494139	14494272
ENSE00001603823	14494944	14495106
ENSE00001679516	14496112	14496233
ENSE00001625545	14498765	14499123
ENSE00001687009	25608612	25608682
ENSE00001681165	25618301	25618427
ENSE00001664672	27845598	27845690
ENSE00001793473	27848054	27848188
ENSE00001676006	27848630	27848709
ENSE00001665330	27843396	27843493
ENSE00001718020	27841897	27842095
ENSE00001736617	27839620	27839688
ENSE00001660147	27839476	27839534
ENSE00001747287	27831866	27831998
ENSE00001772012	27831391	27831526
ENSE00001591413	27828240	27828345
ENSE00001706519	27826017	27826133
ENSE00001681474	27824167	27824240
ENSE00001767346	27822970	27823061
ENSE00001660597	27821207	27821355
ENSE00001766514	27896136	27896353
ENSE00001667582	27894743	27895009
ENSE00001592213	25727742	25727848
ENSE00001776907	25729370	25729494
ENSE00001725078	25730031	25730140
ENSE00001700142	25731858	25732473
ENSE00001645488	25732847	25732951
ENSE00001633384	25752297	25752397
ENSE00001701227	25759032	25759186
ENSE00001700211	25760375	25760456
ENSE00001624131	25760756	25760787
ENSE00001714386	26385030	26385131
ENSE00001771613	26378973	26379077
ENSE00001677160	9323603	9323893
ENSE00001679028	9311656	9311705
ENSE00001715921	9303716	9303730
ENSE00001780929	9302377	9302423
ENSE00001670508	9302159	9302223
ENSE00001760125	9301927	9301962
ENSE00001765669	9301853	9301925
ENSE00001594565	9301621	9301766
ENSE00001723672	9293012	9293068
ENSE00001659766	9301461	9301502
ENSE00002290744	9344027	9344176
ENSE00002234593	9323618	9323761
ENSE00001723990	7569228	7569288
ENSE00001745366	7567398	7567528
ENSE00001785693	9192996	9193010
ENSE00001643138	9192690	9192799
ENSE00001806627	9190799	9190884
ENSE00001617913	9185120	9187248
ENSE00001725040	9192690	9192791
ENSE00001616038	9192458	9192603
ENSE00001645870	9190799	9190957
ENSE00001746455	9187188	9187248
ENSE00001695542	27764791	27764856
ENSE00001711695	27765188	27766400
ENSE00001622377	24344576	24344683
ENSE00001786914	24345087	24345189
ENSE00001763025	24349747	24349859
ENSE00001649733	22889140	22889383
ENSE00001795209	22891287	22891417
ENSE00001658484	22891809	22891956
ENSE00001602075	22892655	22892718
ENSE00001646110	22892828	22892926
ENSE00001782218	22895969	22896036
ENSE00001712850	22902786	22902859
ENSE00001806612	22903197	22903321
ENSE00001717995	22904714	22904786
ENSE00001712612	3646038	3647587
ENSE00001752848	9904910	9904995
ENSE00001543999	9904163	9904218
ENSE00001731603	9906266	9906760
ENSE00001617820	9905581	9905658
ENSE00001788369	9905341	9905452
ENSE00001672593	9905098	9905243
ENSE00001688242	9904910	9904991
ENSE00001713327	9904196	9904218
ENSE00001592550	20602683	20603011
ENSE00001642025	19949081	19949408
ENSE00001618473	8145122	8145229
ENSE00001629725	8144595	8144697
ENSE00001758450	8139321	8139470
ENSE00001591894	8134356	8134470
ENSE00001757932	8133375	8133485
ENSE00001666134	8133216	8133303
ENSE00001686479	8132490	8132806
ENSE00001653013	10036113	10036711
ENSE00001652052	28390498	28390720
ENSE00001638514	4669726	4670889
ENSE00001732026	20267200	20267292
ENSE00001643224	20269242	20269388
ENSE00001686603	20269833	20269988
ENSE00001722408	19838632	19838960
ENSE00001677525	19921687	19921786
ENSE00001668583	19923007	19923207
ENSE00001727103	19925402	19925469
ENSE00001635486	19925555	19925585
ENSE00001702927	19927108	19927244
ENSE00001667443	19927569	19927715
ENSE00001638683	19930805	19930910
ENSE00001673115	19932214	19932333
ENSE00001615368	19934171	19934244
ENSE00001675564	19935349	19935440
ENSE00001738547	19937061	19937209
ENSE00001674051	23799361	23800927
ENSE00001634395	10011462	10011816
ENSE00001756820	24083189	24083297
ENSE00001674806	24082632	24082735
ENSE00001673237	24079748	24079925
ENSE00001732143	24077660	24077812
ENSE00001679690	24075538	24075652
ENSE00001782041	24074558	24074668
ENSE00001745014	24074388	24074475
ENSE00001743398	24073668	24073966
ENSE00001650266	20033289	20033510
ENSE00001796711	20030904	20031124
ENSE00001805326	20028903	20029103
ENSE00001739171	20026834	20026918
ENSE00001615615	20024579	20024703
ENSE00001644643	9477858	9478325
ENSE00001634743	26829804	26831082
ENSE00001712081	19740393	19740865
ENSE00001691275	19741241	19741282
ENSE00001719617	20566775	20566932
ENSE00001722479	20566130	20566179
ENSE00001650606	20554672	20554800
ENSE00001798385	20554331	20554424
ENSE00001740686	20553567	20553737
ENSE00001660603	20553364	20553457
ENSE00001753397	20552880	20553089
ENSE00001787453	26081100	26081138
ENSE00001755017	26082813	26083036
ENSE00001689362	26084160	26084422
ENSE00001619402	26086058	26086248
ENSE00001707653	19833478	19835057
ENSE00001754048	23069230	23069448
ENSE00001631720	8239704	8240071
ENSE00001598941	16750976	16752238
ENSE00001619110	20257991	20258088
ENSE00001655047	20256569	20256769
ENSE00001663253	20254307	20254374
ENSE00001599244	20254191	20254221
ENSE00001716829	20252531	20252667
ENSE00001740285	20252060	20252206
ENSE00001722377	20248865	20248970
ENSE00001799387	20247442	20247561
ENSE00001639175	20244336	20244426
ENSE00001602332	20242567	20242716
ENSE00001740373	14649708	14649836
ENSE00001638353	14652995	14655149
ENSE00001697673	14656719	14656818
ENSE00001618557	25820526	25821539
ENSE00001760629	25082602	25082762
ENSE00001687747	25109775	25109850
ENSE00001806588	25111655	25111762
ENSE00001713773	25118431	25119431
ENSE00001715524	23473154	23473262
ENSE00001803876	23473708	23473886
ENSE00001802420	23476064	23476181
ENSE00001631333	23476493	23476523
ENSE00001792500	23478520	23478634
ENSE00001606958	23479502	23479612
ENSE00001748340	23479694	23479782
ENSE00001745595	23480206	23480383
ENSE00001655007	23480660	23480781
ENSE00001958730	24549608	24549729
ENSE00003461217	24551591	24551703
ENSE00003566508	24552172	24552275
ENSE00003512617	24557392	24557544
ENSE00003628086	24559555	24559669
ENSE00003475218	24560625	24560735
ENSE00003524115	24561176	24561286
ENSE00003544610	24561721	24561831
ENSE00003519695	24562755	24562865
ENSE00003617706	24562952	24563040
ENSE00003462282	24563452	24564028
ENSE00001775261	24549617	24549729
ENSE00003571276	24551591	24551703
ENSE00003560118	24552172	24552275
ENSE00001663738	24555299	24555476
ENSE00003481268	24557392	24557544
ENSE00003643053	24559555	24559669
ENSE00003478187	24560625	24560735
ENSE00003515241	24561176	24561286
ENSE00003518190	24561721	24561831
ENSE00003566008	24562755	24562865
ENSE00003680149	24562952	24563040
ENSE00003509588	24563452	24564028
ENSE00001594771	24454970	24455117
ENSE00001766942	10007397	10007923
ENSE00001691508	17659096	17659238
ENSE00001674716	17661491	17661821
ENSE00001733692	17663477	17663895
ENSE00001677440	17678652	17678808
ENSE00001757764	17705111	17705211
ENSE00001804714	7995171	7995279
ENSE00001711635	7997274	7997276
ENSE00001760261	7999689	7999866
ENSE00001636850	8001726	8001841
ENSE00001595014	8002167	8002203
ENSE00001745989	8010267	8010379
ENSE00001636511	8011249	8011355
ENSE00001632004	8011435	8011528
ENSE00001798989	8011943	8012244
ENSE00001794129	25204177	25204476
ENSE00001605189	25204818	25205333
ENSE00001600631	2751182	2751693
ENSE00001611586	2749724	2750402
ENSE00001616321	26631479	26631538
ENSE00001618682	26632505	26632610
ENSE00001698182	24065082	24065475
ENSE00001796451	24066464	24066548
ENSE00001650846	24066793	24066871
ENSE00001799290	24066945	24067088
ENSE00001659363	24067206	24067253
ENSE00001700980	14619111	14619171
ENSE00001778840	14600234	14600269
ENSE00001683270	14596531	14596554
ENSE00001612791	14580243	14580305
ENSE00001736429	14571502	14571559
ENSE00001608554	14567945	14567995
ENSE00001712855	14555064	14555099
ENSE00001639452	14551845	14551961
ENSE00001615810	20642973	20643106
ENSE00001622792	20648080	20648236
ENSE00001804045	20648639	20648814
ENSE00001713121	20649191	20649286
ENSE00001632993	28737695	28737748
ENSE00001691206	28733545	28733707
ENSE00001652425	28732789	28732913
ENSE00001775619	27412731	27412843
ENSE00001799498	27413254	27413355
ENSE00001705987	27415744	27415925
ENSE00001714230	27418670	27418780
ENSE00001736832	27418862	27418950
ENSE00001670100	27419364	27419678
ENSE00001801471	28081780	28082028
ENSE00001777749	28079980	28080162
ENSE00001744076	8281841	8282095
ENSE00001648363	8281078	8281495
ENSE00001761637	26837938	26838222
ENSE00001646263	26838564	26839079
ENSE00001738572	28137388	28137719
ENSE00001647752	26098309	26098440
ENSE00001779865	26093094	26093247
ENSE00001620696	26092551	26092738
ENSE00001763493	26092074	26092169
ENSE00001791861	25824651	25824982
ENSE00001806367	17053427	17053630
ENSE00001727723	23719571	23719956
ENSE00001647639	23718482	23718541
ENSE00001611070	23718159	23718285
ENSE00001757809	23717738	23717787
ENSE00001649434	20949636	20949966
ENSE00001694343	8771032	8771317
ENSE00001742226	8769642	8769780
ENSE00001769856	8769411	8769554
ENSE00001698979	8769244	8769299
ENSE00001747233	24997731	24997790
ENSE00001718178	24998757	24998862
ENSE00001743100	23695501	23695897
ENSE00001753135	23694449	23694514
ENSE00001762790	23694122	23694185
ENSE00001609952	23693890	23694035
ENSE00001788043	23693725	23693772
ENSE00001613955	27245879	27246039
ENSE00001793058	27218793	27218868
ENSE00001658199	27216881	27216988
ENSE00001702789	27209230	27210230
ENSE00001670654	9650924	9651009
ENSE00001742535	9653511	9653653
ENSE00001782038	9654904	9655122
ENSE00001628818	9213276	9213290
ENSE00001645989	9212970	9213079
ENSE00001671314	9211075	9211160
ENSE00001645127	9205412	9207525
ENSE00001623303	9212970	9213071
ENSE00003646877	9212738	9212883
ENSE00001624981	9211075	9211233
ENSE00001776488	9207466	9207525
ENSE00002237197	9234756	9235047
ENSE00002305238	9234328	9234347
ENSE00002214727	9232876	9232920
ENSE00002234764	9224460	9224505
ENSE00001705725	9213276	9213340
ENSE00001777540	9213044	9213079
ENSE00001698821	9212970	9213042
ENSE00003487206	9212738	9212883
ENSE00001776941	9212578	9212619
ENSE00001786986	9214410	9214701
ENSE00001636298	9213969	9214001
ENSE00001724614	9213752	9213783
ENSE00001641069	9213494	9213539
ENSE00002259310	9234315	9234347
ENSE00002243480	9234098	9234129
ENSE00001731628	9233840	9233885
ENSE00001702837	9233622	9233686
ENSE00001777950	9233390	9233425
ENSE00001759506	9233316	9233388
ENSE00003471081	9233084	9233229
ENSE00001630624	9232924	9232965
ENSE00001755166	14914995	14915763
ENSE00001729630	14913906	14914649
ENSE00001708301	26116730	26116841
ENSE00001718075	26114234	26114365
ENSE00001596904	26113711	26113789
ENSE00001691278	19304706	19305532
ENSE00001592952	24683194	24683352
ENSE00001667759	24683838	24683996
ENSE00001788558	19630862	19630918
ENSE00001790420	19630448	19630556
ENSE00001783650	19630277	19630367
ENSE00001800896	19628716	19629764
ENSE00001753165	22551937	22551996
ENSE00001624781	22557394	22557905
ENSE00001800341	22558157	22558682
ENSE00001796314	27540773	27540866
ENSE00001653980	27533064	27533232
ENSE00001596444	27524447	27525025
ENSE00001638780	16915885	16915913
ENSE00001750121	16913156	16913224
ENSE00001766520	16910502	16910589
ENSE00001648650	16905522	16905867
ENSE00001720861	24210845	24211859
ENSE00001806349	9558704	9558905
ENSE00001729950	9555262	9555366
ENSE00001774191	9236030	9236561
ENSE00003692666	9237169	9237246
ENSE00001747539	9237375	9237486
ENSE00001719444	9237588	9237733
ENSE00001781353	9237840	9237921
ENSE00001954357	9238616	9238826
ENSE00003617259	9236076	9236561
ENSE00003611797	9237829	9237921
ENSE00001758618	9238616	9238825
ENSE00003511805	9236076	9236561
ENSE00003461293	9237169	9237246
ENSE00003601991	9237375	9237921
ENSE00001879368	9238049	9238832
ENSE00001932930	9237436	9237733
ENSE00003565177	9237829	9237921
ENSE00001931598	9238616	9238817
ENSE00003463520	9306122	9306267
ENSE00003659094	9306374	9306455
ENSE00003525623	9307148	9307357
ENSE00001618274	9236076	9236162
ENSE00001610531	9236424	9236561
ENSE00003525860	9237375	9237921
ENSE00001724421	20442064	20442235
ENSE00001776105	20443132	20443571
ENSE00001726546	20443649	20443794
ENSE00001754461	20443924	20444031
ENSE00001804017	20444676	20444747
ENSE00001740783	20444998	20445051
ENSE00001721829	20445778	20445876
ENSE00001689481	20446357	20446440
ENSE00001600079	20446520	20446647
ENSE00001770854	19868881	19870005
ENSE00001707259	19995523	19995588
ENSE00001614194	19993979	19995178
ENSE00001610381	24329997	24330390
ENSE00001729283	24331382	24331463
ENSE00001736394	24331702	24331772
ENSE00001611617	24331860	24332003
ENSE00001675926	24332121	24332168
ENSE00001786158	2799112	2799161
ENSE00001605858	2797411	2798407
ENSE00001748625	2797042	2797083
ENSE00001628114	9684128	9684305
ENSE00001632712	9673456	9673605
ENSE00001592139	9671356	9671455
ENSE00001666942	9670438	9670548
ENSE00001734562	9669930	9670040
ENSE00001636017	9669744	9669819
ENSE00001733825	9669027	9669328
ENSE00001657129	24355478	24355590
ENSE00001754863	24356104	24356174
ENSE00001761172	24358572	24358748
ENSE00001773734	24362613	24362727
ENSE00001757026	22680157	22681114
ENSE00001688639	22669238	22669342
