tx_id	exon_id	exon_idx
ENST00000338793	ENSE00003502664	4
ENST00000338793	ENSE00001624902	5
ENST00000303766	ENSE00001703126	1
ENST00000303766	ENSE00003469687	2
ENST00000303766	ENSE00003536546	3
ENST00000303766	ENSE00001739138	4
ENST00000303766	ENSE00003679115	5
ENST00000303766	ENSE00003668781	6
ENST00000303766	ENSE00003531954	7
ENST00000303766	ENSE00003661928	8
ENST00000303766	ENSE00003557303	9
ENST00000303766	ENSE00003568885	10
ENST00000303766	ENSE00003638296	11
ENST00000303766	ENSE00003580283	12
ENST00000481858	ENSE00001816306	1
ENST00000481858	ENSE00003562722	2
ENST00000481858	ENSE00003591193	3
ENST00000481858	ENSE00003636020	4
ENST00000481858	ENSE00003530779	5
ENST00000481858	ENSE00003638449	6
ENST00000481858	ENSE00003576126	7
ENST00000481858	ENSE00003480178	8
ENST00000481858	ENSE00003687067	9
ENST00000481858	ENSE00003468889	10
ENST00000481858	ENSE00003578044	11
ENST00000454978	ENSE00001765593	1
ENST00000454978	ENSE00003469687	2
ENST00000454978	ENSE00003536546	3
ENST00000454978	ENSE00001739138	4
ENST00000454978	ENSE00003679115	5
ENST00000454978	ENSE00003668781	6
ENST00000454978	ENSE00003531954	7
ENST00000454978	ENSE00003661928	8
ENST00000454978	ENSE00003557303	9
ENST00000454978	ENSE00003638296	10
ENST00000454978	ENSE00003580283	11
ENST00000303804	ENSE00001625881	1
ENST00000303804	ENSE00001682815	2
ENST00000303804	ENSE00003673462	3
ENST00000303804	ENSE00003492436	4
ENST00000303804	ENSE00003573636	5
ENST00000472391	ENSE00001625881	1
ENST00000472391	ENSE00001682815	2
ENST00000472391	ENSE00003673462	3
ENST00000472391	ENSE00003492436	4
ENST00000472391	ENSE00001899711	5
ENST00000472391	ENSE00003488975	6
ENST00000341740	ENSE00001625881	1
ENST00000341740	ENSE00001682815	2
ENST00000341740	ENSE00003673462	3
ENST00000341740	ENSE00003492436	4
ENST00000341740	ENSE00001628640	5
ENST00000382759	ENSE00003525363	1
ENST00000382759	ENSE00003550074	2
ENST00000382759	ENSE00003651701	3
ENST00000382759	ENSE00003567644	4
ENST00000382759	ENSE00003490701	5
ENST00000382759	ENSE00003662908	6
ENST00000382759	ENSE00001594909	7
ENST00000382759	ENSE00003642058	8
ENST00000382759	ENSE00003574473	9
ENST00000382759	ENSE00003635823	10
ENST00000326985	ENSE00003480955	1
ENST00000326985	ENSE00003658768	2
ENST00000326985	ENSE00003532851	3
ENST00000326985	ENSE00003665479	4
ENST00000326985	ENSE00003491376	5
ENST00000326985	ENSE00003537055	6
ENST00000326985	ENSE00001657501	7
ENST00000426043	ENSE00001596885	1
ENST00000426043	ENSE00003537055	2
ENST00000426043	ENSE00003604831	3
ENST00000426043	ENSE00003477338	4
ENST00000426043	ENSE00003512248	5
ENST00000303979	ENSE00001611088	1
ENST00000303979	ENSE00001715185	2
ENST00000303979	ENSE00001657254	3
ENST00000303979	ENSE00001645729	4
ENST00000303979	ENSE00001802624	5
ENST00000303979	ENSE00001543685	6
ENST00000344884	ENSE00003670797	1
ENST00000344884	ENSE00003588065	2
ENST00000491902	ENSE00003662804	1
ENST00000491902	ENSE00003613429	2
ENST00000491902	ENSE00001899520	3
ENST00000491902	ENSE00001698194	4
ENST00000491902	ENSE00001803454	5
ENST00000491902	ENSE00003604288	6
ENST00000382852	ENSE00001597600	1
ENST00000382852	ENSE00003535599	2
ENST00000382852	ENSE00001493553	3
ENST00000304790	ENSE00001674814	1
ENST00000304790	ENSE00001858694	2
ENST00000505047	ENSE00002036080	1
ENST00000505047	ENSE00002085962	2
ENST00000505047	ENSE00002062695	3
ENST00000505047	ENSE00002046872	4
ENST00000505047	ENSE00002035366	5
ENST00000306589	ENSE00001900148	1
ENST00000306589	ENSE00003701812	2
ENST00000306589	ENSE00001781602	3
ENST00000338673	ENSE00001665399	1
ENST00000338673	ENSE00003700592	2
ENST00000338673	ENSE00001707150	3
ENST00000306609	ENSE00001854309	1
ENST00000306609	ENSE00001666303	2
ENST00000361963	ENSE00001436475	1
ENST00000333235	ENSE00001786020	1
ENST00000333235	ENSE00001735399	2
ENST00000539489	ENSE00003506820	1
ENST00000539489	ENSE00003604808	2
ENST00000416946	ENSE00001668733	1
ENST00000416946	ENSE00001679890	2
ENST00000416946	ENSE00001610203	3
ENST00000416946	ENSE00003589912	4
ENST00000416946	ENSE00001637486	5
ENST00000416946	ENSE00001798553	6
ENST00000416946	ENSE00001752493	7
ENST00000416946	ENSE00003654675	8
ENST00000416946	ENSE00003649198	9
ENST00000416946	ENSE00003496796	10
ENST00000416946	ENSE00003547203	11
ENST00000416946	ENSE00001716410	12
ENST00000416946	ENSE00001635424	13
ENST00000416946	ENSE00001555256	14
ENST00000306667	ENSE00002286560	1
ENST00000306667	ENSE00001610203	2
ENST00000306667	ENSE00003553650	3
ENST00000306667	ENSE00002324147	4
ENST00000306667	ENSE00003604497	5
ENST00000306667	ENSE00003480675	6
ENST00000306667	ENSE00003621244	7
ENST00000306667	ENSE00003668556	8
ENST00000306667	ENSE00001795579	9
ENST00000423852	ENSE00001629437	1
ENST00000423852	ENSE00001719001	2
ENST00000423852	ENSE00001728235	3
ENST00000423852	ENSE00001708482	4
ENST00000423852	ENSE00001598676	5
ENST00000423852	ENSE00003608732	6
ENST00000423852	ENSE00003588397	7
ENST00000423852	ENSE00003459260	8
ENST00000423852	ENSE00003477737	9
ENST00000423852	ENSE00003459192	10
ENST00000423852	ENSE00001742949	11
ENST00000423852	ENSE00001800235	12
ENST00000423852	ENSE00001597641	13
ENST00000338706	ENSE00003490496	1
ENST00000338706	ENSE00003609331	2
ENST00000338706	ENSE00003569147	3
ENST00000338706	ENSE00002302306	4
ENST00000338706	ENSE00003652688	5
ENST00000338706	ENSE00003586010	6
ENST00000338706	ENSE00003532508	7
ENST00000338706	ENSE00003491049	8
ENST00000338706	ENSE00003688093	9
ENST00000418188	ENSE00001654202	1
ENST00000418188	ENSE00001648900	2
ENST00000306882	ENSE00001931820	1
ENST00000306882	ENSE00001621868	2
ENST00000382407	ENSE00001491983	1
ENST00000307393	ENSE00001652231	1
ENST00000307393	ENSE00001822279	2
ENST00000309834	ENSE00001838947	1
ENST00000309834	ENSE00003536585	2
ENST00000338876	ENSE00001838947	1
ENST00000338876	ENSE00001801443	2
ENST00000338876	ENSE00001739030	3
ENST00000338876	ENSE00001756006	4
ENST00000338876	ENSE00001661293	5
ENST00000338876	ENSE00003593310	6
ENST00000382856	ENSE00001603573	1
ENST00000382856	ENSE00001801443	2
ENST00000382856	ENSE00001493572	3
ENST00000455422	ENSE00003551056	1
ENST00000455422	ENSE00001663043	2
ENST00000455422	ENSE00003516285	3
ENST00000455422	ENSE00003527480	4
ENST00000455422	ENSE00001644937	5
ENST00000455422	ENSE00001644677	6
ENST00000455422	ENSE00001705054	7
ENST00000455422	ENSE00001636903	8
ENST00000311828	ENSE00002323304	1
ENST00000311828	ENSE00003527480	2
ENST00000311828	ENSE00002263796	3
ENST00000416687	ENSE00003587796	1
ENST00000416687	ENSE00002255439	2
ENST00000416687	ENSE00002234877	3
ENST00000416687	ENSE00003466737	4
ENST00000416687	ENSE00003689056	5
ENST00000416687	ENSE00002236871	6
ENST00000321217	ENSE00001091887	1
ENST00000321217	ENSE00001889836	2
ENST00000559055	ENSE00002559577	1
ENST00000324446	ENSE00001285919	1
ENST00000324446	ENSE00001702356	2
ENST00000454875	ENSE00001684888	1
ENST00000454875	ENSE00001631223	2
ENST00000454875	ENSE00001624668	3
ENST00000452584	ENSE00001747572	1
ENST00000452584	ENSE00001776523	2
ENST00000452584	ENSE00001661526	3
ENST00000452584	ENSE00001792674	4
ENST00000452584	ENSE00001594458	5
ENST00000331787	ENSE00001313137	1
ENST00000331787	ENSE00001556105	2
ENST00000447937	ENSE00001748128	1
ENST00000447937	ENSE00001776523	2
ENST00000447937	ENSE00001720075	3
ENST00000447937	ENSE00001800197	4
ENST00000447937	ENSE00001721855	5
ENST00000447937	ENSE00001746218	6
ENST00000447937	ENSE00001626612	7
ENST00000253470	ENSE00001544018	1
ENST00000253470	ENSE00001544017	2
ENST00000253470	ENSE00000900348	3
ENST00000253470	ENSE00001272668	4
ENST00000253470	ENSE00001544015	5
ENST00000426790	ENSE00001708504	1
ENST00000426790	ENSE00001744590	2
ENST00000426790	ENSE00001639130	3
ENST00000250838	ENSE00002310447	1
ENST00000382764	ENSE00001493287	1
ENST00000382764	ENSE00001296914	2
ENST00000382764	ENSE00001325246	3
ENST00000382764	ENSE00001493285	4
ENST00000329684	ENSE00001853079	1
ENST00000329684	ENSE00001693371	2
ENST00000329684	ENSE00001729545	3
ENST00000426035	ENSE00001853079	1
ENST00000426035	ENSE00001693371	2
ENST00000426035	ENSE00001799150	3
ENST00000331172	ENSE00002265228	1
ENST00000331172	ENSE00001730908	2
ENST00000331172	ENSE00001631073	3
ENST00000331172	ENSE00001704814	4
ENST00000331172	ENSE00001619518	5
ENST00000331172	ENSE00002258116	6
ENST00000602732	ENSE00003436862	1
ENST00000602732	ENSE00003254543	2
ENST00000602732	ENSE00001669186	3
ENST00000602732	ENSE00001626256	4
ENST00000602732	ENSE00003262349	5
ENST00000331070	ENSE00001730185	1
ENST00000331070	ENSE00001669186	2
ENST00000331070	ENSE00001626256	3
ENST00000331070	ENSE00003542244	4
ENST00000331070	ENSE00001792376	5
ENST00000331070	ENSE00003677192	6
ENST00000331070	ENSE00003473409	7
ENST00000331070	ENSE00001543555	8
ENST00000602818	ENSE00003442800	1
ENST00000602818	ENSE00001669186	2
ENST00000602818	ENSE00001626256	3
ENST00000602818	ENSE00003516313	4
ENST00000602818	ENSE00003688894	5
ENST00000602818	ENSE00003560022	6
ENST00000602818	ENSE00003360806	7
ENST00000382585	ENSE00001730185	1
ENST00000382585	ENSE00001669186	2
ENST00000382585	ENSE00001626256	3
ENST00000382585	ENSE00003542244	4
ENST00000382585	ENSE00001792376	5
ENST00000382585	ENSE00003677192	6
ENST00000382585	ENSE00003473409	7
ENST00000382585	ENSE00001698397	8
ENST00000382585	ENSE00001791291	9
ENST00000602770	ENSE00003302451	1
ENST00000602770	ENSE00003336765	2
ENST00000602770	ENSE00001619605	3
ENST00000602770	ENSE00001689728	4
ENST00000602770	ENSE00003272237	5
ENST00000382392	ENSE00001676764	1
ENST00000382392	ENSE00001619605	2
ENST00000382392	ENSE00001689728	3
ENST00000382392	ENSE00003549506	4
ENST00000382392	ENSE00001757255	5
ENST00000382392	ENSE00003667169	6
ENST00000382392	ENSE00003463186	7
ENST00000382392	ENSE00001625788	8
ENST00000382392	ENSE00001723611	9
ENST00000602549	ENSE00003454106	1
ENST00000602549	ENSE00001619605	2
ENST00000602549	ENSE00001689728	3
ENST00000602549	ENSE00003681954	4
ENST00000602549	ENSE00003623347	5
ENST00000602549	ENSE00003640779	6
ENST00000602549	ENSE00003335658	7
ENST00000602549	ENSE00003346171	8
ENST00000331397	ENSE00001864071	1
ENST00000331397	ENSE00003531058	2
ENST00000331397	ENSE00003601240	3
ENST00000331397	ENSE00003660729	4
ENST00000331397	ENSE00003557845	5
ENST00000331397	ENSE00003529356	6
ENST00000331397	ENSE00003648165	7
ENST00000331397	ENSE00001594460	8
ENST00000331397	ENSE00003527061	9
ENST00000331397	ENSE00003473448	10
ENST00000331397	ENSE00001775185	11
ENST00000331397	ENSE00001755119	12
ENST00000331397	ENSE00001291636	13
ENST00000331397	ENSE00001311020	14
ENST00000331397	ENSE00001696208	15
ENST00000331397	ENSE00001305759	16
ENST00000331397	ENSE00001624388	17
ENST00000331397	ENSE00001639693	18
ENST00000331397	ENSE00001651897	19
ENST00000331397	ENSE00001295816	20
ENST00000331397	ENSE00001591330	21
ENST00000331397	ENSE00001751483	22
ENST00000331397	ENSE00001740894	23
ENST00000331397	ENSE00001640284	24
ENST00000331397	ENSE00001785465	25
ENST00000331397	ENSE00001298131	26
ENST00000331397	ENSE00001713248	27
ENST00000331397	ENSE00001875480	28
ENST00000362096	ENSE00001385925	1
ENST00000362096	ENSE00003531058	2
ENST00000362096	ENSE00003601240	3
ENST00000362096	ENSE00003660729	4
ENST00000362096	ENSE00003557845	5
ENST00000362096	ENSE00003529356	6
ENST00000362096	ENSE00003648165	7
ENST00000362096	ENSE00001594460	8
ENST00000362096	ENSE00003527061	9
ENST00000362096	ENSE00003473448	10
ENST00000362096	ENSE00001775185	11
ENST00000362096	ENSE00001755119	12
ENST00000362096	ENSE00001291636	13
ENST00000362096	ENSE00001311020	14
ENST00000362096	ENSE00001696208	15
ENST00000362096	ENSE00001305759	16
ENST00000362096	ENSE00001624388	17
ENST00000362096	ENSE00001639693	18
ENST00000362096	ENSE00001651897	19
ENST00000362096	ENSE00001295816	20
ENST00000362096	ENSE00001591330	21
ENST00000362096	ENSE00001751483	22
ENST00000362096	ENSE00001740894	23
ENST00000362096	ENSE00001640284	24
ENST00000362096	ENSE00001436855	25
ENST00000329134	ENSE00001385925	1
ENST00000329134	ENSE00003531058	2
ENST00000329134	ENSE00003601240	3
ENST00000329134	ENSE00003660729	4
ENST00000329134	ENSE00003557845	5
ENST00000329134	ENSE00003529356	6
ENST00000329134	ENSE00003648165	7
ENST00000329134	ENSE00001594460	8
ENST00000329134	ENSE00003527061	9
ENST00000329134	ENSE00003473448	10
ENST00000329134	ENSE00001775185	11
ENST00000329134	ENSE00001755119	12
ENST00000329134	ENSE00001291636	13
ENST00000329134	ENSE00001311020	14
ENST00000329134	ENSE00001696208	15
ENST00000329134	ENSE00001305759	16
ENST00000329134	ENSE00001624388	17
ENST00000329134	ENSE00001639693	18
ENST00000329134	ENSE00001651897	19
ENST00000329134	ENSE00001640421	20
ENST00000478900	ENSE00001822678	1
ENST00000478900	ENSE00003612487	2
ENST00000478900	ENSE00003529285	3
ENST00000478900	ENSE00003678156	4
ENST00000478900	ENSE00003644070	5
ENST00000478900	ENSE00003505329	6
ENST00000478900	ENSE00003575738	7
ENST00000478900	ENSE00003582459	8
ENST00000478900	ENSE00003591211	9
ENST00000478900	ENSE00001899507	10
ENST00000474365	ENSE00001931275	1
ENST00000474365	ENSE00003529285	2
ENST00000474365	ENSE00003678156	3
ENST00000474365	ENSE00003644070	4
ENST00000474365	ENSE00003505329	5
ENST00000474365	ENSE00003575738	6
ENST00000474365	ENSE00001818021	7
ENST00000382893	ENSE00001436854	1
ENST00000382893	ENSE00003531058	2
ENST00000382893	ENSE00003601240	3
ENST00000382893	ENSE00003660729	4
ENST00000382893	ENSE00003557845	5
ENST00000382893	ENSE00003529356	6
ENST00000382893	ENSE00001493710	7
ENST00000479713	ENSE00001942244	1
ENST00000479713	ENSE00001872513	2
ENST00000382896	ENSE00002281428	1
ENST00000382896	ENSE00003531058	2
ENST00000382896	ENSE00003601240	3
ENST00000382896	ENSE00003660729	4
ENST00000382896	ENSE00003557845	5
ENST00000382896	ENSE00003529356	6
ENST00000382896	ENSE00003648165	7
ENST00000382896	ENSE00001594460	8
ENST00000382896	ENSE00003527061	9
ENST00000382896	ENSE00003473448	10
ENST00000382896	ENSE00001775185	11
ENST00000382896	ENSE00001755119	12
ENST00000382896	ENSE00002277775	13
ENST00000382896	ENSE00001291636	14
ENST00000382896	ENSE00001311020	15
ENST00000382896	ENSE00001696208	16
ENST00000382896	ENSE00001305759	17
ENST00000382896	ENSE00001624388	18
ENST00000382896	ENSE00001639693	19
ENST00000382896	ENSE00001651897	20
ENST00000382896	ENSE00001295816	21
ENST00000382896	ENSE00001591330	22
ENST00000382896	ENSE00001751483	23
ENST00000382896	ENSE00001740894	24
ENST00000382896	ENSE00001640284	25
ENST00000382896	ENSE00001785465	26
ENST00000382896	ENSE00001298131	27
ENST00000382896	ENSE00001713248	28
ENST00000382896	ENSE00001330353	29
ENST00000537580	ENSE00002281428	1
ENST00000537580	ENSE00003531058	2
ENST00000537580	ENSE00003601240	3
ENST00000537580	ENSE00003660729	4
ENST00000537580	ENSE00003557845	5
ENST00000537580	ENSE00003529356	6
ENST00000537580	ENSE00003648165	7
ENST00000537580	ENSE00001594460	8
ENST00000537580	ENSE00003527061	9
ENST00000537580	ENSE00003473448	10
ENST00000537580	ENSE00001775185	11
ENST00000537580	ENSE00001755119	12
ENST00000537580	ENSE00002277775	13
ENST00000537580	ENSE00001291636	14
ENST00000537580	ENSE00001311020	15
ENST00000537580	ENSE00002240413	16
ENST00000537580	ENSE00001305759	17
ENST00000537580	ENSE00001624388	18
ENST00000537580	ENSE00001639693	19
ENST00000537580	ENSE00001651897	20
ENST00000537580	ENSE00001295816	21
ENST00000537580	ENSE00001591330	22
ENST00000537580	ENSE00001751483	23
ENST00000537580	ENSE00001740894	24
ENST00000537580	ENSE00001640284	25
ENST00000537580	ENSE00001785465	26
ENST00000537580	ENSE00001298131	27
ENST00000537580	ENSE00001330353	28
ENST00000538878	ENSE00002284432	1
ENST00000538878	ENSE00003531058	2
ENST00000538878	ENSE00003601240	3
ENST00000538878	ENSE00003660729	4
ENST00000538878	ENSE00003557845	5
ENST00000538878	ENSE00003529356	6
ENST00000538878	ENSE00003648165	7
ENST00000538878	ENSE00001594460	8
ENST00000538878	ENSE00003527061	9
ENST00000538878	ENSE00003473448	10
ENST00000538878	ENSE00001755119	11
ENST00000538878	ENSE00001291636	12
ENST00000538878	ENSE00001311020	13
ENST00000538878	ENSE00001696208	14
ENST00000538878	ENSE00001305759	15
ENST00000538878	ENSE00001624388	16
ENST00000538878	ENSE00001639693	17
ENST00000538878	ENSE00001651897	18
ENST00000538878	ENSE00002258300	19
ENST00000540140	ENSE00002281428	1
ENST00000540140	ENSE00003531058	2
ENST00000540140	ENSE00003601240	3
ENST00000540140	ENSE00003660729	4
ENST00000540140	ENSE00003557845	5
ENST00000540140	ENSE00003529356	6
ENST00000540140	ENSE00003648165	7
ENST00000540140	ENSE00001594460	8
ENST00000540140	ENSE00003527061	9
ENST00000540140	ENSE00003473448	10
ENST00000540140	ENSE00001755119	11
ENST00000540140	ENSE00002206921	12
ENST00000540140	ENSE00001291636	13
ENST00000540140	ENSE00001311020	14
ENST00000540140	ENSE00001696208	15
ENST00000540140	ENSE00001305759	16
ENST00000540140	ENSE00001624388	17
ENST00000540140	ENSE00001639693	18
ENST00000540140	ENSE00001651897	19
ENST00000540140	ENSE00002312710	20
ENST00000545955	ENSE00002281428	1
ENST00000545955	ENSE00003531058	2
ENST00000545955	ENSE00003601240	3
ENST00000545955	ENSE00003660729	4
ENST00000545955	ENSE00003557845	5
ENST00000545955	ENSE00003529356	6
ENST00000545955	ENSE00003648165	7
ENST00000545955	ENSE00001594460	8
ENST00000545955	ENSE00003527061	9
ENST00000545955	ENSE00003473448	10
ENST00000545955	ENSE00001775185	11
ENST00000545955	ENSE00001755119	12
ENST00000545955	ENSE00002277775	13
ENST00000545955	ENSE00002206921	14
ENST00000545955	ENSE00001291636	15
ENST00000545955	ENSE00001311020	16
ENST00000545955	ENSE00001696208	17
ENST00000545955	ENSE00001305759	18
ENST00000545955	ENSE00001624388	19
ENST00000545955	ENSE00001639693	20
ENST00000545955	ENSE00001651897	21
ENST00000383070	ENSE00001494622	1
ENST00000525526	ENSE00002201849	1
ENST00000525526	ENSE00002323146	2
ENST00000534739	ENSE00002144027	1
ENST00000534739	ENSE00002214525	2
ENST00000330337	ENSE00001543664	1
ENST00000330337	ENSE00001299738	2
ENST00000330337	ENSE00001425815	3
ENST00000330337	ENSE00001543661	4
ENST00000330337	ENSE00001543658	5
ENST00000330337	ENSE00001543653	6
ENST00000382840	ENSE00001493514	1
ENST00000455570	ENSE00001774474	1
ENST00000455570	ENSE00001632371	2
ENST00000455570	ENSE00001757652	3
ENST00000328819	ENSE00001774474	1
ENST00000328819	ENSE00001632371	2
ENST00000328819	ENSE00001598872	3
ENST00000382287	ENSE00001643163	1
ENST00000382287	ENSE00001775879	2
ENST00000382287	ENSE00001797093	3
ENST00000382287	ENSE00003604811	4
ENST00000382287	ENSE00001711311	5
ENST00000382287	ENSE00003547967	6
ENST00000382287	ENSE00003506422	7
ENST00000382287	ENSE00001764403	8
ENST00000382287	ENSE00001740581	9
ENST00000602559	ENSE00003378858	1
ENST00000602559	ENSE00001775879	2
ENST00000602559	ENSE00001797093	3
ENST00000602559	ENSE00003663501	4
ENST00000602559	ENSE00003522688	5
ENST00000602559	ENSE00003640409	6
ENST00000602559	ENSE00003450106	7
ENST00000602559	ENSE00003432143	8
ENST00000602680	ENSE00003307767	1
ENST00000602680	ENSE00003370731	2
ENST00000602680	ENSE00001775879	3
ENST00000602680	ENSE00001797093	4
ENST00000602680	ENSE00003266869	5
ENST00000382365	ENSE00001695979	1
ENST00000382365	ENSE00001803162	2
ENST00000382365	ENSE00001733013	3
ENST00000382365	ENSE00001602566	4
ENST00000382365	ENSE00001709286	5
ENST00000382365	ENSE00001706721	6
ENST00000382365	ENSE00001722493	7
ENST00000382365	ENSE00001757238	8
ENST00000382365	ENSE00001785551	9
ENST00000382365	ENSE00001618455	10
ENST00000382365	ENSE00001728003	11
ENST00000382365	ENSE00001655608	12
ENST00000382365	ENSE00001684201	13
ENST00000382365	ENSE00001594431	14
ENST00000382365	ENSE00001620779	15
ENST00000382365	ENSE00001604640	16
ENST00000382365	ENSE00001799005	17
ENST00000382365	ENSE00001715045	18
ENST00000382365	ENSE00001879735	19
ENST00000446723	ENSE00001759696	1
ENST00000446723	ENSE00001803162	2
ENST00000446723	ENSE00001733013	3
ENST00000446723	ENSE00001602566	4
ENST00000446723	ENSE00001709286	5
ENST00000446723	ENSE00001706721	6
ENST00000446723	ENSE00001722493	7
ENST00000446723	ENSE00001757238	8
ENST00000446723	ENSE00001785551	9
ENST00000446723	ENSE00001618455	10
ENST00000446723	ENSE00001728003	11
ENST00000446723	ENSE00001655608	12
ENST00000446723	ENSE00001684201	13
ENST00000446723	ENSE00001604640	14
ENST00000446723	ENSE00001799005	15
ENST00000446723	ENSE00001715045	16
ENST00000446723	ENSE00001670353	17
ENST00000315357	ENSE00001638508	1
ENST00000315357	ENSE00001803162	2
ENST00000315357	ENSE00001733013	3
ENST00000315357	ENSE00001602566	4
ENST00000315357	ENSE00001709286	5
ENST00000315357	ENSE00001706721	6
ENST00000315357	ENSE00001722493	7
ENST00000315357	ENSE00001757238	8
ENST00000315357	ENSE00001785551	9
ENST00000315357	ENSE00001728003	10
ENST00000315357	ENSE00001684201	11
ENST00000315357	ENSE00001620779	12
ENST00000315357	ENSE00001604640	13
ENST00000315357	ENSE00001799005	14
ENST00000315357	ENSE00001715045	15
ENST00000315357	ENSE00001596582	16
ENST00000400212	ENSE00001710130	1
ENST00000400212	ENSE00001803162	2
ENST00000400212	ENSE00001733013	3
ENST00000400212	ENSE00001602566	4
ENST00000400212	ENSE00001709286	5
ENST00000400212	ENSE00001706721	6
ENST00000400212	ENSE00001722493	7
ENST00000400212	ENSE00001757238	8
ENST00000400212	ENSE00001785551	9
ENST00000400212	ENSE00001618455	10
ENST00000400212	ENSE00001728003	11
ENST00000400212	ENSE00001655608	12
ENST00000400212	ENSE00001684201	13
ENST00000400212	ENSE00001620779	14
ENST00000400212	ENSE00001761121	15
ENST00000306737	ENSE00001710130	1
ENST00000306737	ENSE00001803162	2
ENST00000306737	ENSE00001733013	3
ENST00000306737	ENSE00001602566	4
ENST00000306737	ENSE00001709286	5
ENST00000306737	ENSE00001706721	6
ENST00000306737	ENSE00001722493	7
ENST00000306737	ENSE00001757238	8
ENST00000306737	ENSE00001785551	9
ENST00000306737	ENSE00001618455	10
ENST00000306737	ENSE00001728003	11
ENST00000306737	ENSE00001655608	12
ENST00000306737	ENSE00001684201	13
ENST00000306737	ENSE00002297176	14
ENST00000338964	ENSE00001761952	1
ENST00000338964	ENSE00001787222	2
ENST00000338964	ENSE00001756785	3
ENST00000338964	ENSE00001659741	4
ENST00000338964	ENSE00001614961	5
ENST00000338964	ENSE00001783992	6
ENST00000405239	ENSE00001790708	1
ENST00000405239	ENSE00001612801	2
ENST00000405239	ENSE00001805705	3
ENST00000405239	ENSE00001701677	4
ENST00000405239	ENSE00001677573	5
ENST00000405239	ENSE00001692245	6
ENST00000405239	ENSE00001655036	7
ENST00000405239	ENSE00001644179	8
ENST00000405239	ENSE00001646813	9
ENST00000405239	ENSE00001693241	10
ENST00000405239	ENSE00001620467	11
ENST00000405239	ENSE00001793499	12
ENST00000405239	ENSE00001598075	13
ENST00000405239	ENSE00001622354	14
ENST00000405239	ENSE00001695781	15
ENST00000405239	ENSE00001646624	16
ENST00000405239	ENSE00001597343	17
ENST00000405239	ENSE00001707161	18
ENST00000405239	ENSE00001696683	19
ENST00000405239	ENSE00001742324	20
ENST00000405239	ENSE00001758855	21
ENST00000405239	ENSE00001633941	22
ENST00000405239	ENSE00001675126	23
ENST00000405239	ENSE00001697295	24
ENST00000405239	ENSE00001614454	25
ENST00000405239	ENSE00003674346	26
ENST00000405239	ENSE00003567366	27
ENST00000405239	ENSE00001730215	28
ENST00000466332	ENSE00001907756	1
ENST00000466332	ENSE00003593491	2
ENST00000466332	ENSE00001924070	3
ENST00000466332	ENSE00003490554	4
ENST00000466332	ENSE00001941183	5
ENST00000382510	ENSE00002223761	1
ENST00000382510	ENSE00001612801	2
ENST00000382510	ENSE00001805705	3
ENST00000382510	ENSE00001701677	4
ENST00000382510	ENSE00001677573	5
ENST00000382510	ENSE00001692245	6
ENST00000382510	ENSE00001655036	7
ENST00000382510	ENSE00001644179	8
ENST00000382510	ENSE00001646813	9
ENST00000382510	ENSE00001693241	10
ENST00000382510	ENSE00001620467	11
ENST00000382510	ENSE00001793499	12
ENST00000382510	ENSE00001598075	13
ENST00000382510	ENSE00001622354	14
ENST00000382510	ENSE00001695781	15
ENST00000382510	ENSE00001646624	16
ENST00000382510	ENSE00001597343	17
ENST00000382510	ENSE00001707161	18
ENST00000382510	ENSE00001696683	19
ENST00000382510	ENSE00002211619	20
ENST00000382510	ENSE00002216645	21
ENST00000426000	ENSE00002288175	1
ENST00000426000	ENSE00001612801	2
ENST00000426000	ENSE00001805705	3
ENST00000426000	ENSE00001701677	4
ENST00000426000	ENSE00001677573	5
ENST00000426000	ENSE00001692245	6
ENST00000426000	ENSE00001655036	7
ENST00000426000	ENSE00001644179	8
ENST00000426000	ENSE00001646813	9
ENST00000426000	ENSE00001693241	10
ENST00000426000	ENSE00001620467	11
ENST00000426000	ENSE00001597343	12
ENST00000426000	ENSE00001707161	13
ENST00000426000	ENSE00001696683	14
ENST00000426000	ENSE00001742324	15
ENST00000426000	ENSE00001758855	16
ENST00000426000	ENSE00001633941	17
ENST00000426000	ENSE00001675126	18
ENST00000426000	ENSE00001697295	19
ENST00000426000	ENSE00001614454	20
ENST00000426000	ENSE00003674346	21
ENST00000426000	ENSE00003567366	22
ENST00000426000	ENSE00002302795	23
ENST00000540248	ENSE00002244340	1
ENST00000540248	ENSE00001612801	2
ENST00000540248	ENSE00001805705	3
ENST00000540248	ENSE00001701677	4
ENST00000540248	ENSE00001677573	5
ENST00000540248	ENSE00001692245	6
ENST00000540248	ENSE00001597343	7
ENST00000540248	ENSE00001707161	8
ENST00000540248	ENSE00001696683	9
ENST00000540248	ENSE00001742324	10
ENST00000540248	ENSE00001758855	11
ENST00000540248	ENSE00001633941	12
ENST00000540248	ENSE00001675126	13
ENST00000540248	ENSE00001614454	14
ENST00000540248	ENSE00003674346	15
ENST00000540248	ENSE00003567366	16
ENST00000540248	ENSE00002220199	17
ENST00000344424	ENSE00001364289	1
ENST00000344424	ENSE00001703024	2
ENST00000344424	ENSE00001598245	3
ENST00000344424	ENSE00001623069	4
ENST00000344424	ENSE00001638930	5
ENST00000431358	ENSE00001793914	1
ENST00000431358	ENSE00003611070	2
ENST00000431358	ENSE00003508777	3
ENST00000431358	ENSE00003486078	4
ENST00000431358	ENSE00003501886	5
