tx_id	tx_biotype	tx_seq_start	tx_seq_end	tx_cds_seq_start	tx_cds_seq_end	gene_id
ENST00000421895	unprocessed_pseudogene	20242567	20258088	NULL	NULL	ENSG00000226611
ENST00000434773	unprocessed_pseudogene	14649708	14656818	NULL	NULL	ENSG00000226863
ENST00000431260	unprocessed_pseudogene	25820526	25821539	NULL	NULL	ENSG00000226873
ENST00000436568	lincRNA	25082602	25119431	NULL	NULL	ENSG00000226906
ENST00000437359	unprocessed_pseudogene	23473154	23480781	NULL	NULL	ENSG00000226918
ENST00000470460	processed_transcript	24549608	24564028	NULL	NULL	ENSG00000226941
ENST00000250831	protein_coding	24549617	24564028	24551595	24563750	ENSG00000226941
ENST00000414629	protein_coding	24454970	24564028	24551595	24563750	ENSG00000226941
ENST00000445779	protein_coding	24454970	24564028	24551595	24563750	ENSG00000226941
ENST00000413610	unprocessed_pseudogene	10007397	10007923	NULL	NULL	ENSG00000226975
ENST00000412493	unprocessed_pseudogene	17659096	17705211	NULL	NULL	ENSG00000227166
ENST00000425544	unprocessed_pseudogene	7995171	8012244	NULL	NULL	ENSG00000227204
ENST00000438459	processed_pseudogene	25204177	25205333	NULL	NULL	ENSG00000227251
ENST00000444242	unprocessed_pseudogene	2749724	2751693	NULL	NULL	ENSG00000227289
ENST00000441906	lincRNA	26631479	26632610	NULL	NULL	ENSG00000227439
ENST00000426983	unprocessed_pseudogene	24065082	24067253	NULL	NULL	ENSG00000227444
ENST00000381172	unprocessed_pseudogene	14551845	14619171	NULL	NULL	ENSG00000227447
ENST00000430663	unprocessed_pseudogene	20642973	20649286	NULL	NULL	ENSG00000227494
ENST00000456738	unprocessed_pseudogene	28732789	28737748	NULL	NULL	ENSG00000227629
ENST00000423333	unprocessed_pseudogene	27412731	27419678	NULL	NULL	ENSG00000227633
ENST00000420603	unprocessed_pseudogene	28079980	28082028	NULL	NULL	ENSG00000227635
ENST00000432201	processed_pseudogene	8281078	8282095	NULL	NULL	ENSG00000227830
ENST00000445313	processed_pseudogene	26837938	26839079	NULL	NULL	ENSG00000227837
ENST00000436690	processed_pseudogene	28137388	28137719	NULL	NULL	ENSG00000227867
ENST00000450481	unprocessed_pseudogene	26092074	26098440	NULL	NULL	ENSG00000227871
ENST00000444494	unprocessed_pseudogene	25824651	25824982	NULL	NULL	ENSG00000227915
ENST00000423569	processed_pseudogene	17053427	17053630	NULL	NULL	ENSG00000227949
ENST00000411585	unprocessed_pseudogene	23717738	23719956	NULL	NULL	ENSG00000227989
ENST00000428070	processed_pseudogene	20949636	20949966	NULL	NULL	ENSG00000228193
ENST00000432613	unprocessed_pseudogene	8769244	8771317	NULL	NULL	ENSG00000228207
ENST00000416110	lincRNA	24997731	24998862	NULL	NULL	ENSG00000228240
ENST00000452426	unprocessed_pseudogene	23693725	23695897	NULL	NULL	ENSG00000228257
ENST00000456123	lincRNA	27209230	27246039	NULL	NULL	ENSG00000228296
ENST00000449963	lincRNA	9650924	9655122	NULL	NULL	ENSG00000228379
ENST00000433321	antisense	9205412	9213290	NULL	NULL	ENSG00000228383
ENST00000436801	antisense	9207466	9213071	NULL	NULL	ENSG00000228383
ENST00000452256	antisense	9212578	9235047	NULL	NULL	ENSG00000228383
ENST00000432892	antisense	9212578	9214701	NULL	NULL	ENSG00000228383
ENST00000420524	antisense	9232924	9235047	NULL	NULL	ENSG00000228383
ENST00000418290	processed_pseudogene	14913906	14915763	NULL	NULL	ENSG00000228411
ENST00000415662	unprocessed_pseudogene	26113711	26116841	NULL	NULL	ENSG00000228465
ENST00000451854	processed_pseudogene	19304706	19305532	NULL	NULL	ENSG00000228518
ENST00000432672	unprocessed_pseudogene	24683194	24683996	NULL	NULL	ENSG00000228571
ENST00000422712	unprocessed_pseudogene	19628716	19630918	NULL	NULL	ENSG00000228578
ENST00000420174	processed_pseudogene	22551937	22558682	NULL	NULL	ENSG00000228764
ENST00000427373	lincRNA	27524447	27540866	NULL	NULL	ENSG00000228786
ENST00000434164	antisense	16905522	16915913	NULL	NULL	ENSG00000228787
ENST00000440679	unprocessed_pseudogene	24210845	24211859	NULL	NULL	ENSG00000228850
ENST00000430228	lincRNA	9555262	9558905	NULL	NULL	ENSG00000228890
ENST00000457222	protein_coding	9236030	9238826	9236076	9238638	ENSG00000228927
ENST00000424594	protein_coding	9236076	9238825	9236076	9237891	ENSG00000228927
ENST00000491844	processed_transcript	9236076	9238832	NULL	NULL	ENSG00000228927
ENST00000469322	processed_transcript	9237436	9238817	NULL	NULL	ENSG00000228927
ENST00000440483	protein_coding	9236030	9307357	9236076	9307170	ENSG00000228927
ENST00000427871	protein_coding	9236076	9238832	9236076	9237587	ENSG00000228927
ENST00000426660	unprocessed_pseudogene	20442064	20446647	NULL	NULL	ENSG00000228945
ENST00000415776	processed_pseudogene	19868881	19870005	NULL	NULL	ENSG00000229129
ENST00000413320	unprocessed_pseudogene	19993979	19995588	NULL	NULL	ENSG00000229138
ENST00000440136	unprocessed_pseudogene	24329997	24332168	NULL	NULL	ENSG00000229159
ENST00000414182	processed_pseudogene	2797042	2799161	NULL	NULL	ENSG00000229163
ENST00000434454	unprocessed_pseudogene	9669027	9684305	NULL	NULL	ENSG00000229208
ENST00000423480	unprocessed_pseudogene	24355478	24362727	NULL	NULL	ENSG00000229234
ENST00000455084	lincRNA	22627554	22681114	NULL	NULL	ENSG00000229236
ENST00000439472	lincRNA	22669140	22680293	NULL	NULL	ENSG00000229236
ENST00000367272	unprocessed_pseudogene	28424070	28500565	NULL	NULL	ENSG00000229238
ENST00000431405	unprocessed_pseudogene	26227851	26236493	NULL	NULL	ENSG00000229250
ENST00000454958	processed_pseudogene	20438493	20439381	NULL	NULL	ENSG00000229302
ENST00000426699	lincRNA	3904538	3968361	NULL	NULL	ENSG00000229308
ENST00000451423	unprocessed_pseudogene	27959160	27960713	NULL	NULL	ENSG00000229343
ENST00000455273	unprocessed_pseudogene	20615036	20634023	NULL	NULL	ENSG00000229406
ENST00000441913	unprocessed_pseudogene	23839132	23843004	NULL	NULL	ENSG00000229416
ENST00000425411	processed_pseudogene	20309770	20310894	NULL	NULL	ENSG00000229465
ENST00000439651	processed_pseudogene	3734347	3734763	NULL	NULL	ENSG00000229518
ENST00000287721	protein_coding	9195406	9198202	9195452	9198014	ENSG00000229549
ENST00000383000	protein_coding	9195452	9198201	9195452	9197267	ENSG00000229549
ENST00000477879	processed_transcript	9195452	9198208	NULL	NULL	ENSG00000229549
ENST00000436159	processed_transcript	9196812	9198193	NULL	NULL	ENSG00000229549
ENST00000383005	protein_coding	9195406	9218479	9195452	9218292	ENSG00000229549
ENST00000330628	protein_coding	9195452	9218479	9195452	9218292	ENSG00000229549
ENST00000537415	protein_coding	9195501	9197317	9195758	9197317	ENSG00000229549
ENST00000449858	processed_pseudogene	23023223	23024223	NULL	NULL	ENSG00000229551
ENST00000444617	unprocessed_pseudogene	24195902	24204260	NULL	NULL	ENSG00000229553
ENST00000439525	lincRNA	6225260	6229454	NULL	NULL	ENSG00000229643
ENST00000424581	unprocessed_pseudogene	27725937	27734591	NULL	NULL	ENSG00000229709
ENST00000414540	unprocessed_pseudogene	24017478	24019697	NULL	NULL	ENSG00000229725
ENST00000422208	unprocessed_pseudogene	7801038	7805681	NULL	NULL	ENSG00000229745
ENST00000427496	unprocessed_pseudogene	24452072	24454098	NULL	NULL	ENSG00000229940
ENST00000434308	unprocessed_pseudogene	8839792	8842136	NULL	NULL	ENSG00000230025
ENST00000447168	unprocessed_pseudogene	23858456	23860106	NULL	NULL	ENSG00000230029
ENST00000427622	antisense	9334896	9342768	NULL	NULL	ENSG00000230066
ENST00000414596	antisense	9336950	9342550	NULL	NULL	ENSG00000230066
ENST00000444350	unprocessed_pseudogene	25669468	25671516	NULL	NULL	ENSG00000230073
ENST00000439968	processed_pseudogene	20694212	20694542	NULL	NULL	ENSG00000230377
ENST00000458706	processed_pseudogene	20230369	20230696	NULL	NULL	ENSG00000230412
ENST00000446387	unprocessed_pseudogene	20740303	20740446	NULL	NULL	ENSG00000230458
ENST00000417699	unprocessed_pseudogene	24727136	24760228	NULL	NULL	ENSG00000230476
ENST00000458667	lincRNA	19664680	19691634	NULL	NULL	ENSG00000230663
ENST00000424230	unprocessed_pseudogene	24908998	24915934	NULL	NULL	ENSG00000230727
ENST00000434374	unprocessed_pseudogene	24674428	24682786	NULL	NULL	ENSG00000230814
ENST00000451173	processed_pseudogene	27164646	27165450	NULL	NULL	ENSG00000230819
ENST00000419224	unprocessed_pseudogene	28069535	28075973	NULL	NULL	ENSG00000230854
ENST00000432915	unprocessed_pseudogene	20973224	20973715	NULL	NULL	ENSG00000230904
ENST00000418278	unprocessed_pseudogene	26328624	26329218	NULL	NULL	ENSG00000230977
ENST00000414395	unprocessed_pseudogene	26063388	26063870	NULL	NULL	ENSG00000231026
ENST00000417334	lincRNA	27874637	27879535	NULL	NULL	ENSG00000231141
ENST00000449148	unprocessed_pseudogene	24118460	24151496	NULL	NULL	ENSG00000231159
ENST00000416652	unprocessed_pseudogene	20323252	20338370	NULL	NULL	ENSG00000231311
ENST00000430062	processed_pseudogene	5075256	5076110	NULL	NULL	ENSG00000231341
ENST00000414121	unprocessed_pseudogene	26196025	26197634	NULL	NULL	ENSG00000231375
ENST00000446466	unprocessed_pseudogene	10009199	10010334	NULL	NULL	ENSG00000231411
ENST00000437794	unprocessed_pseudogene	26102716	26106365	NULL	NULL	ENSG00000231423
ENST00000449381	unprocessed_pseudogene	9448180	9458885	NULL	NULL	ENSG00000231436
ENST00000435741	processed_pseudogene	28772667	28773306	NULL	NULL	ENSG00000231514
ENST00000444263	lincRNA	2870953	2965258	NULL	NULL	ENSG00000231535
ENST00000425031	lincRNA	2871039	2970313	NULL	NULL	ENSG00000231535
ENST00000418624	processed_pseudogene	25954968	25955206	NULL	NULL	ENSG00000231540
ENST00000451661	unprocessed_pseudogene	28140831	28141844	NULL	NULL	ENSG00000231716
ENST00000441642	unprocessed_pseudogene	9707273	9708390	NULL	NULL	ENSG00000231874
ENST00000453312	unprocessed_pseudogene	8898635	8908029	NULL	NULL	ENSG00000231988
ENST00000443152	processed_pseudogene	26646410	26647652	NULL	NULL	ENSG00000232003
ENST00000442090	processed_pseudogene	24214967	24215298	NULL	NULL	ENSG00000232029
ENST00000412220	unprocessed_pseudogene	27736470	27738492	NULL	NULL	ENSG00000232064
ENST00000430735	processed_pseudogene	2696023	2696259	NULL	NULL	ENSG00000232195
ENST00000438294	unprocessed_pseudogene	26250254	26252165	NULL	NULL	ENSG00000232205
ENST00000398758	unprocessed_pseudogene	14373025	14378737	NULL	NULL	ENSG00000232226
ENST00000454543	processed_pseudogene	9003694	9005311	NULL	NULL	ENSG00000232235
ENST00000413486	lincRNA	8506335	8512883	NULL	NULL	ENSG00000232348
ENST00000453955	lincRNA	8572513	8573324	NULL	NULL	ENSG00000232419
ENST00000445112	unprocessed_pseudogene	25886405	25892840	NULL	NULL	ENSG00000232424
ENST00000453726	unprocessed_pseudogene	24194701	24195494	NULL	NULL	ENSG00000232475
ENST00000450781	unprocessed_pseudogene	22163071	22174090	NULL	NULL	ENSG00000232522
ENST00000434155	unprocessed_pseudogene	6968774	6974543	NULL	NULL	ENSG00000232583
ENST00000427963	unprocessed_pseudogene	26118927	26141228	NULL	NULL	ENSG00000232585
ENST00000429406	unprocessed_pseudogene	27876158	27881307	NULL	NULL	ENSG00000232614
ENST00000426129	unprocessed_pseudogene	9502838	9506619	NULL	NULL	ENSG00000232617
ENST00000450329	unprocessed_pseudogene	6388504	6388970	NULL	NULL	ENSG00000232620
ENST00000436364	processed_pseudogene	23382992	23383975	NULL	NULL	ENSG00000232634
ENST00000414751	processed_pseudogene	28007090	28007415	NULL	NULL	ENSG00000232695
ENST00000435433	processed_pseudogene	14442350	14443562	NULL	NULL	ENSG00000232730
ENST00000430287	unprocessed_pseudogene	20283081	20285685	NULL	NULL	ENSG00000232744
ENST00000436338	processed_pseudogene	25171741	25172810	NULL	NULL	ENSG00000232764
ENST00000434487	antisense	9167489	9172441	NULL	NULL	ENSG00000232808
ENST00000434556	unprocessed_pseudogene	25908985	25911730	NULL	NULL	ENSG00000232845
ENST00000451397	unprocessed_pseudogene	20344721	20346300	NULL	NULL	ENSG00000232899
ENST00000449393	unprocessed_pseudogene	25897335	25897907	NULL	NULL	ENSG00000232910
ENST00000421750	unprocessed_pseudogene	28050665	28053397	NULL	NULL	ENSG00000232914
ENST00000420090	processed_pseudogene	9068524	9068856	NULL	NULL	ENSG00000232924
ENST00000427677	processed_pseudogene	3550846	3551909	NULL	NULL	ENSG00000232927
ENST00000425589	processed_pseudogene	26805484	26806553	NULL	NULL	ENSG00000232976
ENST00000417305	antisense	2834885	2870667	NULL	NULL	ENSG00000233070
ENST00000431145	antisense	2869669	2870612	NULL	NULL	ENSG00000233070
ENST00000442391	unprocessed_pseudogene	20278413	20279581	NULL	NULL	ENSG00000233120
ENST00000428264	processed_pseudogene	25195394	25197342	NULL	NULL	ENSG00000233126
ENST00000437934	unprocessed_pseudogene	28157582	28158384	NULL	NULL	ENSG00000233156
ENST00000453983	unprocessed_pseudogene	20096229	20105140	NULL	NULL	ENSG00000233378
ENST00000419557	lincRNA	20488139	20515096	NULL	NULL	ENSG00000233522
ENST00000451909	unprocessed_pseudogene	20691244	20691509	NULL	NULL	ENSG00000233546
ENST00000437571	processed_pseudogene	27633431	27633809	NULL	NULL	ENSG00000233619
ENST00000433995	processed_pseudogene	6705748	6706293	NULL	NULL	ENSG00000233634
ENST00000416803	processed_pseudogene	27535139	27537958	NULL	NULL	ENSG00000233652
ENST00000438677	lincRNA	8551411	8551919	NULL	NULL	ENSG00000233699
ENST00000420675	processed_pseudogene	26424484	26427287	NULL	NULL	ENSG00000233740
ENST00000430517	unprocessed_pseudogene	14730915	14746333	NULL	NULL	ENSG00000233774
ENST00000426950	protein_coding	9175073	9177887	9175119	9177699	ENSG00000233803
ENST00000383008	protein_coding	9175119	9177886	9175119	9176952	ENSG00000233803
ENST00000466036	processed_transcript	9175119	9177893	NULL	NULL	ENSG00000233803
ENST00000482082	processed_transcript	9176497	9177878	NULL	NULL	ENSG00000233803
ENST00000417124	processed_pseudogene	28546758	28547377	NULL	NULL	ENSG00000233843
ENST00000457658	lincRNA	14774265	14802370	NULL	NULL	ENSG00000233864
ENST00000440408	lincRNA	14774265	14804162	NULL	NULL	ENSG00000233864
ENST00000417071	lincRNA	14774468	14800184	NULL	NULL	ENSG00000233864
ENST00000543097	lincRNA	14774284	14776614	NULL	NULL	ENSG00000233864
ENST00000447588	processed_pseudogene	27539301	27540203	NULL	NULL	ENSG00000233944
ENST00000412870	unprocessed_pseudogene	15042075	15060090	NULL	NULL	ENSG00000234059
ENST00000440624	processed_pseudogene	26153058	26153384	NULL	NULL	ENSG00000234081
ENST00000429463	unprocessed_pseudogene	9461792	9463961	NULL	NULL	ENSG00000234110
ENST00000439309	processed_pseudogene	24663389	24663720	NULL	NULL	ENSG00000234131
ENST00000454315	processed_pseudogene	8232073	8233191	NULL	NULL	ENSG00000234179
ENST00000452257	processed_pseudogene	13901758	13903233	NULL	NULL	ENSG00000234385
ENST00000447471	unprocessed_pseudogene	26542751	26549673	NULL	NULL	ENSG00000234399
ENST00000382707	protein_coding	23696765	23711212	23698778	23710934	ENSG00000234414
ENST00000361046	nonsense_mediated_decay	23696790	23711212	23698778	23704609	ENSG00000234414
ENST00000303902	protein_coding	23698778	23711210	23698778	23710934	ENSG00000234414
ENST00000439108	protein_coding	23673258	23711210	23706817	23710934	ENSG00000234414
ENST00000431768	processed_pseudogene	21489455	21490459	NULL	NULL	ENSG00000234529
ENST00000418461	unprocessed_pseudogene	6171998	6173115	NULL	NULL	ENSG00000234583
ENST00000421058	unprocessed_pseudogene	17460542	17567954	NULL	NULL	ENSG00000234620
ENST00000455855	processed_pseudogene	3161849	3162867	NULL	NULL	ENSG00000234652
ENST00000421008	unprocessed_pseudogene	28148401	28155003	NULL	NULL	ENSG00000234744
ENST00000455527	transcribed_unprocessed_pseudogene	7581026	7644748	NULL	NULL	ENSG00000234795
ENST00000442584	processed_transcript	7610636	7677302	NULL	NULL	ENSG00000234795
ENST00000448006	antisense	9355208	9363096	NULL	NULL	ENSG00000234803
ENST00000418016	antisense	9357275	9362877	NULL	NULL	ENSG00000234803
ENST00000598351	antisense	9362384	9364506	NULL	NULL	ENSG00000234803
ENST00000451062	processed_transcript	6124308	6131994	NULL	NULL	ENSG00000234830
ENST00000452103	processed_transcript	6126374	6131976	NULL	NULL	ENSG00000234830
ENST00000505707	transcribed_unprocessed_pseudogene	6130047	6131976	NULL	NULL	ENSG00000234830
ENST00000452458	processed_pseudogene	8240282	8240751	NULL	NULL	ENSG00000234850
ENST00000411536	unprocessed_pseudogene	28201926	28234640	NULL	NULL	ENSG00000234888
ENST00000447105	unprocessed_pseudogene	9789162	9797032	NULL	NULL	ENSG00000234950
ENST00000422633	processed_pseudogene	5205786	5207005	NULL	NULL	ENSG00000235001
ENST00000545933	processed_pseudogene	5205788	5206981	NULL	NULL	ENSG00000235001
ENST00000430729	unprocessed_pseudogene	27869163	27870333	NULL	NULL	ENSG00000235004
ENST00000439103	unprocessed_pseudogene	28344478	28354295	NULL	NULL	ENSG00000235014
ENST00000446299	lincRNA	24585087	24630861	NULL	NULL	ENSG00000235059
ENST00000439653	lincRNA	24626684	24631739	NULL	NULL	ENSG00000235059
ENST00000445200	unprocessed_pseudogene	6174083	6175961	NULL	NULL	ENSG00000235094
ENST00000411983	processed_pseudogene	5661341	5661778	NULL	NULL	ENSG00000235175
ENST00000434709	unprocessed_pseudogene	9925635	9927195	NULL	NULL	ENSG00000235193
ENST00000420149	lincRNA	26716349	26753172	NULL	NULL	ENSG00000235412
ENST00000458328	unprocessed_pseudogene	16192955	16198480	NULL	NULL	ENSG00000235451
ENST00000452645	transcribed_unprocessed_pseudogene	15265842	15274125	NULL	NULL	ENSG00000235462
ENST00000439217	processed_transcript	15271184	15273460	NULL	NULL	ENSG00000235462
ENST00000415230	unprocessed_pseudogene	20811557	20812165	NULL	NULL	ENSG00000235479
ENST00000420889	unprocessed_pseudogene	28018078	28044800	NULL	NULL	ENSG00000235511
ENST00000418455	unprocessed_pseudogene	19900195	19901364	NULL	NULL	ENSG00000235521
ENST00000421819	unprocessed_pseudogene	27658448	27673933	NULL	NULL	ENSG00000235583
ENST00000420610	unprocessed_pseudogene	14077914	14108092	NULL	NULL	ENSG00000235649
ENST00000416843	unprocessed_pseudogene	9928411	9928816	NULL	NULL	ENSG00000235691
ENST00000425318	unprocessed_pseudogene	23627270	23629049	NULL	NULL	ENSG00000235719
ENST00000431853	processed_pseudogene	59001391	59001635	NULL	NULL	ENSG00000235857
ENST00000425857	unprocessed_pseudogene	6361017	6364798	NULL	NULL	ENSG00000235895
ENST00000445264	unprocessed_pseudogene	26288505	26303990	NULL	NULL	ENSG00000235981
ENST00000428342	processed_pseudogene	17019778	17019948	NULL	NULL	ENSG00000236131
ENST00000454995	processed_pseudogene	27314746	27315988	NULL	NULL	ENSG00000236379
ENST00000428845	protein_coding	9365489	9368285	9365535	9368097	ENSG00000236424
ENST00000444056	protein_coding	9365535	9368284	9365535	9367350	ENSG00000236424
ENST00000489397	processed_transcript	9365535	9368291	NULL	NULL	ENSG00000236424
ENST00000495839	processed_transcript	9366895	9368276	NULL	NULL	ENSG00000236424
ENST00000429039	protein_coding	9365535	9368284	9365535	9367069	ENSG00000236424
ENST00000432046	unprocessed_pseudogene	20903729	20903872	NULL	NULL	ENSG00000236429
ENST00000421279	unprocessed_pseudogene	7555780	7557589	NULL	NULL	ENSG00000236435
ENST00000438550	processed_pseudogene	14365457	14366162	NULL	NULL	ENSG00000236477
ENST00000436067	processed_pseudogene	20340818	20341146	NULL	NULL	ENSG00000236599
ENST00000428616	unprocessed_pseudogene	23567656	23567881	NULL	NULL	ENSG00000236615
ENST00000442113	unprocessed_pseudogene	25862069	25872955	NULL	NULL	ENSG00000236620
ENST00000444014	unprocessed_pseudogene	25695956	25697532	NULL	NULL	ENSG00000236647
ENST00000421675	unprocessed_pseudogene	7558552	7560719	NULL	NULL	ENSG00000236690
ENST00000429799	unprocessed_pseudogene	9860098	9871796	NULL	NULL	ENSG00000236718
ENST00000420376	unprocessed_pseudogene	9868005	9868142	NULL	NULL	ENSG00000236718
ENST00000457163	unprocessed_pseudogene	9385717	9388290	NULL	NULL	ENSG00000236786
ENST00000417910	lincRNA	24246961	24252016	NULL	NULL	ENSG00000236951
ENST00000419158	lincRNA	24247839	24293631	NULL	NULL	ENSG00000236951
ENST00000434481	unprocessed_pseudogene	23823812	23835894	NULL	NULL	ENSG00000237023
ENST00000413466	lincRNA	7672965	7678724	NULL	NULL	ENSG00000237048
ENST00000451467	lincRNA	6110487	6111651	NULL	NULL	ENSG00000237069
ENST00000430307	processed_pseudogene	6026843	6027306	NULL	NULL	ENSG00000237195
ENST00000451162	unprocessed_pseudogene	23592583	23599131	NULL	NULL	ENSG00000237269
ENST00000418213	unprocessed_pseudogene	25917379	25944297	NULL	NULL	ENSG00000237302
ENST00000418578	processed_pseudogene	23292756	23293067	NULL	NULL	ENSG00000237427
ENST00000425026	processed_pseudogene	10027986	10029907	NULL	NULL	ENSG00000237447
ENST00000435696	unprocessed_pseudogene	26223946	26225959	NULL	NULL	ENSG00000237467
ENST00000440468	unprocessed_pseudogene	28089415	28100299	NULL	NULL	ENSG00000237546
ENST00000429883	unprocessed_pseudogene	20063469	20065380	NULL	NULL	ENSG00000237558
ENST00000421353	lincRNA	6311475	6315118	NULL	NULL	ENSG00000237563
ENST00000452432	unprocessed_pseudogene	20107081	20109132	NULL	NULL	ENSG00000237616
ENST00000454281	processed_pseudogene	2657868	2658369	NULL	NULL	ENSG00000237659
ENST00000431631	processed_pseudogene	6768794	6769413	NULL	NULL	ENSG00000237701
ENST00000442145	antisense	9225731	9233636	NULL	NULL	ENSG00000237802
ENST00000450658	antisense	9227800	9233417	NULL	NULL	ENSG00000237802
ENST00000411668	unprocessed_pseudogene	27710269	27712180	NULL	NULL	ENSG00000237823
ENST00000433481	unprocessed_pseudogene	24546550	24548715	NULL	NULL	ENSG00000237902
ENST00000435945	unprocessed_pseudogene	28740998	28780799	NULL	NULL	ENSG00000237917
ENST00000426526	unprocessed_pseudogene	24086159	24087740	NULL	NULL	ENSG00000237968
ENST00000422174	processed_pseudogene	22148461	22149738	NULL	NULL	ENSG00000237997
ENST00000423438	unprocessed_pseudogene	20670463	20670954	NULL	NULL	ENSG00000238067
ENST00000457961	unprocessed_pseudogene	7539784	7544065	NULL	NULL	ENSG00000238073
ENST00000440215	protein_coding	9324922	9327689	9324922	9327502	ENSG00000238074
ENST00000446779	protein_coding	9324922	9327689	9324922	9326349	ENSG00000238074
ENST00000454643	unprocessed_pseudogene	21010150	21029166	NULL	NULL	ENSG00000238088
ENST00000454868	unprocessed_pseudogene	20987993	20991373	NULL	NULL	ENSG00000238135
ENST00000424401	unprocessed_pseudogene	9027238	9042220	NULL	NULL	ENSG00000238154
ENST00000435012	unprocessed_pseudogene	19733139	19737712	NULL	NULL	ENSG00000238191
ENST00000442607	unprocessed_pseudogene	6134634	6137316	NULL	NULL	ENSG00000238235
ENST00000452889	lincRNA	9748407	9749571	NULL	NULL	ENSG00000239225
ENST00000419538	processed_pseudogene	27632787	27633469	NULL	NULL	ENSG00000239304
ENST00000398377	processed_transcript	26356114	26360978	NULL	NULL	ENSG00000239533
ENST00000516761	miRNA	26356197	26356279	NULL	NULL	ENSG00000239533
ENST00000439586	processed_pseudogene	7936937	7938764	NULL	NULL	ENSG00000239893
ENST00000447585	unprocessed_pseudogene	20743949	20790963	NULL	NULL	ENSG00000240438
ENST00000306641	lincRNA	27629055	27632852	NULL	NULL	ENSG00000240450
ENST00000432862	processed_pseudogene	26796955	26797681	NULL	NULL	ENSG00000240566
ENST00000425158	processed_pseudogene	7859028	7859847	NULL	NULL	ENSG00000241200
ENST00000472227	transcribed_unprocessed_pseudogene	15863536	16027704	NULL	NULL	ENSG00000241859
ENST00000430079	processed_transcript	15863673	15970474	NULL	NULL	ENSG00000241859
ENST00000460561	processed_transcript	15864978	15983586	NULL	NULL	ENSG00000241859
ENST00000451061	transcribed_unprocessed_pseudogene	20835919	20899975	NULL	NULL	ENSG00000242153
ENST00000432335	processed_transcript	20891768	20901083	NULL	NULL	ENSG00000242153
ENST00000538268	transcribed_unprocessed_pseudogene	20893577	20901083	NULL	NULL	ENSG00000242153
ENST00000358944	nonsense_mediated_decay	24049765	24064189	24056368	24062201	ENSG00000242389
ENST00000382659	protein_coding	24049765	24064214	24050043	24062201	ENSG00000242389
ENST00000382673	protein_coding	24026223	24064174	24026501	24062201	ENSG00000242389
ENST00000382658	protein_coding	24049997	24064127	24050043	24062201	ENSG00000242389
ENST00000456659	unprocessed_pseudogene	23670185	23672356	NULL	NULL	ENSG00000242393
ENST00000485099	misc_RNA	26357107	26357382	NULL	NULL	ENSG00000242425
ENST00000441091	unprocessed_pseudogene	26325463	26329652	NULL	NULL	ENSG00000242854
ENST00000383020	protein_coding	23673224	23687672	23675237	23687394	ENSG00000242875
ENST00000382639	nonsense_mediated_decay	23673249	23687672	23675237	23681068	ENSG00000242875
ENST00000437993	unprocessed_pseudogene	6175751	6177628	NULL	NULL	ENSG00000242879
ENST00000303922	processed_transcript	24455006	24462352	NULL	NULL	ENSG00000243040
ENST00000420346	transcribed_unprocessed_pseudogene	24457011	24467972	NULL	NULL	ENSG00000243040
ENST00000450910	unprocessed_pseudogene	9873804	9875984	NULL	NULL	ENSG00000243643
ENST00000488394	misc_RNA	14394177	14394465	NULL	NULL	ENSG00000243980
ENST00000422002	processed_pseudogene	25163210	25163968	NULL	NULL	ENSG00000244000
ENST00000306853	processed_transcript	26329581	26333378	NULL	NULL	ENSG00000244231
ENST00000451913	processed_pseudogene	7781463	7782131	NULL	NULL	ENSG00000244246
ENST00000382653	nonsense_mediated_decay	24026223	24040648	24032827	24038660	ENSG00000244395
ENST00000382680	protein_coding	24026223	24040673	24026501	24038660	ENSG00000244395
ENST00000382677	protein_coding	24026223	24038660	24026501	24038660	ENSG00000244395
ENST00000418956	protein_coding	24026455	24040586	24026501	24038660	ENSG00000244395
ENST00000442362	unprocessed_pseudogene	20290496	20298506	NULL	NULL	ENSG00000244646
ENST00000535771	pseudogene	20297335	20298913	NULL	NULL	ENSG00000244646
ENST00000514804	transcribed_unprocessed_pseudogene	20952595	20952937	NULL	NULL	ENSG00000248573
ENST00000509776	unprocessed_pseudogene	26424828	26437493	NULL	NULL	ENSG00000248792
ENST00000504503	unprocessed_pseudogene	20938165	20941313	NULL	NULL	ENSG00000249501
ENST00000509650	unprocessed_pseudogene	20817406	20818076	NULL	NULL	ENSG00000249606
ENST00000511770	unprocessed_pseudogene	20652801	20656181	NULL	NULL	ENSG00000249634
ENST00000503144	unprocessed_pseudogene	20548860	20551037	NULL	NULL	ENSG00000249726
ENST00000442790	unprocessed_pseudogene	6111336	6113324	NULL	NULL	ENSG00000250204
ENST00000510392	unprocessed_pseudogene	19880996	19889280	NULL	NULL	ENSG00000250868
ENST00000354494	pseudogene	19880862	19882440	NULL	NULL	ENSG00000250868
ENST00000513521	unprocessed_pseudogene	20702866	20706014	NULL	NULL	ENSG00000250951
ENST00000506069	unprocessed_pseudogene	6109809	6111670	NULL	NULL	ENSG00000251275
ENST00000510613	lincRNA	20653626	20709584	NULL	NULL	ENSG00000251510
ENST00000509611	unprocessed_pseudogene	24041541	24043706	NULL	NULL	ENSG00000251618
ENST00000515896	rRNA	10037764	10037915	NULL	NULL	ENSG00000251705
ENST00000515957	rRNA	9928019	9928137	NULL	NULL	ENSG00000251766
